where	who	kind	form	gloss
4.2 6	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“hécu nés... k̓ʷén̓ətəm ʔə súke, kéʔ us nke. c̓íy nke thén̓ ʔə sc̓ʔáq̓ʷs.”	Let’s go look at the sugar — see what kind of wet it is.
4.2 7	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés nés kt wéʔe.	And we went over there.
4.2 8	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés cúkʷs ʔə tíms yéyeʔkt.	She finished her tea.
4.2 9	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés nés wəɬ piʔéɬxʷ.	And went into the other room.
4.2 10	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés cúne nqéck,	And I said to my older cousin,
4.2 11	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ neʔ cúc nke ƛ̓əp nqéck, “hécu nés k̓ʷén̓ətem ʔə súke.”	Let’s go look at the sugar.
4.2 12	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés ɬk̓íwix nke ƛ̓əp weʔ wɬ típəl... ʔəs k̓ʷén̓ətem ʔə súke.	We climbed up on the table to look at the sugar.
4.2 13	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés kʷéntm ʔə sƛ̓eʔxímn nke ƛ̓əp... xeym k téʔe c̓íy kt xʷúy̓ kt súkeme nke ƛ̓əp.	We took the sugar, spooned it, and it didn’t seem to be wet.
4.2 14	Kʷəɬtəzétkʷu Bernice Garcia	transcription	té nukʷ téʔe ʔə sc̓ʔáq̓ʷs.	It didn’t seem to be wet.
4.2 15	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ neʔ nke ƛ̓əp scúntm ɬ yéyeʔkt,	And we probably said to our yéyeʔ,
4.2 16	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“yéyeʔ... téteʔ k sc̓ʔáq̓ʷs ʔə súke!”	Yéyeʔ, the sugar isn’t wet.
4.2 17	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“ƛ̓uʔ ʔéx teʔ cút xʷúy̓ ekʷu tékɬ!”	But you said it was gonna rain!
4.2 18	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés cúc nke ƛ̓əp ɬ yéyeʔkt,	And our yéyeʔ probably told us,
4.2 19	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“cúkʷste ʔə súke! cúʔ sey̓ siʔmínxʷ ʔə súke!”	Stop — don’t play with the sugar!
4.2 20	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔéx nke ƛ̓əp téʔe k̓ʷén̓etəm ʔə súke... wəɬ ɬe sƛ̓eʔxímn. púkətem ʔə súke nke ƛ̓əp c̓íy te... k̓ʷén̓etem w ɬ ʔéyc̓qeʔ.	We probably looked at the sugar again. Then I remember we looked outside.
4.2 21	Kʷəɬtəzétkʷu Bernice Garcia	transcription	k̓ʷén̓etem w ɬ ʔéyc̓qe... ʔé məɬ nés cút kt... “téteʔ xʷúy̓ stékɬs.”	We looked outside... and then we said... it’s not gonna rain.
4.2 22	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés ɬáx̣ʷms e súke nqéck nke ƛ̓əp.	And then he spat in the sugar.
4.2 23	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés cúc nke ƛ̓əp c̓ʔáq̓ʷ ʔéyɬ ʔə súke.	And then he said the sugar is wet now.
4.2 24	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ néʔ nke ƛ̓əp cúc nqéck,	And then my qéck probably said,
4.2 25	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“ʔe zéytn xʷúy̓ ʔə stékɬs!”	It’s gonna really rain!
4.2 26	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“ʔéx e píləx̣m ʔə súke... xʷúy̓ ekʷu tékɬ!”	The sugar said it’s really gonna rain!
4.2 27	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke ƛ̓əp xéʔe... cúʔ x̣aʔéntis... yéyeʔkt.	And then she probably tries to stop us playing with the sugar.
4.2 28	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“cúkʷste ʔə súke! cúkʷste!”	Leave the sugar alone!
4.2 29	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke xéʔe ƛ̓əp e cúntiyxs, “xʷúy̓ he tékɬ e piʔstéʔ us... cúkʷste ʔə súke.”	She probably said, Leave the sugar alone! It’s gonna rain sometime.
4.2 30	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés... cút kt nke... “oh húm̓eɬ hécu nés w ɬ ʔéyc̓qeʔ... xʷúy̓ xéʔe... skyəmínstem e stékɬ.”	And we probably said, Okay, let’s go outside, and wait for the rain to come.
4.2 31	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés nés kt w ɬ ʔéyc̓qeʔ nke ƛ̓əp.	We probably went outside.
4.2 32	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés... ɬépetm teʔ ʔə súke.	And we forgot all about the sugar.
§5.1	Kʷəɬtəzétkʷu Bernice Garcia	free translation	You know how there’s weathervanes that are supposed to predict the weather? There’s a little boy and a little girl. One has an umbrella. I remember the little girl having an umbrella. Okay anyhow, my yéyeʔ had one of those, those little wooden ones. It was by the window. She had one of those wooden ones. And when she first got it, we seen it. And…	her preamble to Story 2, in English
5.2 1	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke ƛ̓əp teʔ sew̓íxtm ɬ yéyeʔkt.	We probably asked our yéyeʔ questions.
5.2 2	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔéx nke ƛ̓əp teʔ cút, “stéʔ xeʔé yéyeʔ?”	We asked, What’s that, yéyeʔ?
5.2 3	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ néʔ ʔéx nke ƛ̓əp cuntís, “cúkʷste! xʷúy̓ xeʔ píləx̣tis ʔe xʷúy̓ us tékɬ ʔe xʷúy̓ us teʔ nq̓ʷyénk.”	And she probably told us, Just leave it alone. It’ll tell you if it’s going to rain or if it’s going to be a hot day.
5.2 4	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔéx nke ƛ̓əp k̓ʷén̓etm téʔe.	We were probably just looking at it and wondering.
5.2 5	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔéx ƛ̓əp néʔe tuʔúʔt.	There was a little boy.
5.2 6	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔéx ƛ̓əp xeʔ tuʔúʔt xʷúy̓ ekʷu piɬəx̣tis xʷúy̓ us nq̓ʷyénk ʔé məɬ neʔ smúm̓ɬec xʷúy̓ ekʷu píɬəx̣tis xʷúy̓ us ʔe tékɬ.	That little boy would tell us if it was going to be a sunny day and the little girl would tell us if it was going to rain.
5.2 7	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ neʔ ʔə smúm̓ɬec ʔéx xeʔ skʷákʷs te nƛ̓íkʷestn.	The little girl was holding her umbrella.
5.2 8	Kʷəɬtəzétkʷu Bernice Garcia	transcription	c̓é xeʔ cumíns ekʷu xʷúy̓ us ʔe tékɬ ʔé məɬ nés k̓éʔéx wiʔ.	The umbrella is a tool to keep you dry.
5.2 9	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔéx nke ƛ̓əp néʔe sk̓ʷén̓stm néʔe.	We were probably just looking at it and looking at it.
5.2 10	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ neʔ nke ƛ̓əp cúntis ɬ yéyeʔkt. “cúkʷste! cúʔ sey̓ siʔmínxʷ.”	And our yéyeʔ kept telling us, Don’t play with that!
5.2 11	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“cúkʷste!”	Leave it alone!
5.2 12	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ neʔ nke ƛ̓əp ʔéx cúntm ɬ yéyeʔ, “ʔéx xeʔ k̓ʷén̓etm yéyeʔ. cúkʷstiʔe. ʔéx ne páqʷtm,” ʔéx nke ƛ̓əp teʔ ʔə cúntm ɬ yéyeʔkt.	And we probably told her too that We’re just looking! We’re just watching it yéyeʔ! Leave us alone! We’re just watching!
5.2 13	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés k̓ʷén̓tm ʔe cúɬmn ʔé məɬ nés kʷúpetem ʔə tuʔúʔt, “xʷúy̓ nq̓ʷyénk ekʷu’. c̓é ekʷu xeʔ sptínusmkt nq̓ʷyénk ekʷu ƛ̓uʔ.	With our pointy finger, we pushed the little boy and asked him if it was going to be a hot day. That’s what we were thinking about. We started poking the little girl.
5.2 14	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔéx ne kʷúpetəm ʔə smúm̓ɬec “oh xʷúy̓ tékɬ. tekɬmémn.” kʷúpetəm nke ƛ̓əp ʔə smúm̓ɬec, “xʷúy̓ tékɬ.”	We poked at the little girl to come out. Oh it’s gonna rain! We want it to rain! We kept poking the little girl. It’s going to rain!
5.2 15	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés nke ƛ̓əp neʔ kʷúpetəm ʔə smúm̓ɬec. “ohh xʷúy̓ tékɬ smúm̓ɬec? xʷúy̓ tékɬ nist?” ʔéx nke ƛ̓əp te cuntm.	We probably said, The little girl is out! It’s gonna really rain now!
5.2 16	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ƛ̓uʔ ʔéx neʔ kʷúpetəm ʔə smúm̓ɬec púƛ̓m ʔə tuʔúʔt.	We kept poking at the little girl, and the little boy came out.
5.2 17	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés cúntm ɬ yéyeʔkt, “yéyeʔ! tém ekʷu teʔ xʷúy̓s ʔə tékɬs cút ʔə tuʔúʔt xʷúy̓ ekʷu nq̓ʷyénk!”	We told our yéyeʔ, Yéyeʔ! The little boy came out and it’s not gonna rain!
5.2 18	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔéx nke ƛ̓uʔ k̓ʷén̓es ɬ kz̓ékt, “ʔey nexʷm, xʷúy̓ nq̓ʷyénk.”	Yéyeʔ looked outside and she agreed.
5.2 19	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke ƛ̓əp neʔ ʔe cúc, “ʔey tətéʔ wiʔ skázeʔtis ʔə tuʔúʔt.”	She probably said, Yeah, that little boy is not lying to us.
5.2 20	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“ném xʷúy̓ nq̓ʷyénk.”	It’s gonna be a really hot day.
5.2 21	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“cúkʷste məɬ wiʔ xéʔe.” nke ƛ̓əp scúc. “xʷúy̓ xeʔ nq̓ʷyénk.”	Leave it alone now! He said it’s going to be a hot day!
5.2 22	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ ne nke ƛ̓əp ne sew̓íxtm ɬ yéyeʔkt nke ƛ̓əp, “yéyeʔ! piʔstéʔ xʷúy̓ tékɬ? piʔstéʔ xʷúy̓ tékɬ?”	And then we probably asked our yéyeʔ, Yéyeʔ when is it gonna rain? When is it gonna rain?
5.2 23	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke ƛ̓əp ne scúc nke ƛ̓əp, “ʔe púƛ̓m us ʔə smúm̓ɬec xʷúy̓ xeʔ tékɬ.”	She probably said, When the little girl comes out, then it will rain!
5.2 24	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke ƛ̓əp ɬ sew̓íxtm ɬ yéyeʔ, “keʔ xʷúy̓s púƛ̓əmstm ʔe smúm̓ɬec ʔeks tékɬ cʔéyɬ kéʔə wiʔ?”	We asked our yéyeʔ, You think if we bring her out, it will rain? Right, yéyeʔ?
5.2 25	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“xʷúy̓ tékɬ.”	It’s going to rain.
5.2 26	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ neʔ nke ƛ̓əp cút ɬ kz̓ékt, “cúkʷste cúʔ neʔ x̣aʔántis,” nke ƛ̓əp. “cúkʷste.”	And she probably said, Leave it alone! And she tried to warn us to leave it alone.
5.2 27	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés cúc nke ƛ̓əp “xʷúy̓ xeʔ tékɬ ʔə piʔstéʔ us. cúkʷste.”	She probably told us, It’ll rain one day! Just leave it alone!
5.2 28	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke ƛ̓əp neʔ ʔə scúntm ɬ kz̓ékt, “yéyeʔ x̣ʷóx̣ʷstmtəm xʷúy̓s tékɬs xʷúy̓ púƛ̓mtəm ʔə smúm̓ɬec.”	We said to our yéyeʔ, Yéyeʔ we want it to rain! We’re going to bring out the little girl!
5.2 29	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ƛ̓uʔ cúʔ scmém̓iytkt xʷúy̓ ƛ̓uʔ tətéʔ ks néxʷms xʷúy̓ tékɬ ʔe púƛ̓m us ʔə smúm̓ɬec.	But we were just children. And we really believed that if the little girl came out, it would rain.
5.2 30	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke ƛ̓əp neʔ ʔúɬxʷ ƛ̓əm ɬ tuʔúʔt púƛ̓m ɬ smúm̓ɬec ʔé məɬ nke ƛ̓əp nés cúntm ɬ yéyeʔkt, “ooh yéyeʔ!”	And we poked the little boy in and the little girl came out, and we said to our yéyeʔ, Oh yéyeʔ!
5.2 31	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés cútkt nke ƛ̓əp, “ooh yéyeʔ k̓ʷén̓ete púƛ̓m ʔə smúm̓lec! xʷúy̓ tékɬ ʔéyɬ.”	It’s going to rain! The little girl came out! It’s gonna rain now!
5.2 32	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke ƛ̓əp teʔ scúc ɬ yéyeʔ, “ʔe kázeʔtis xéʔe. nésweʔ wəɬ ɬe ʔéyc̓qeʔ k̓ʷén̓ete ʔə tmíxʷ.”	Our yéyeʔ probably said, Oh… she’s just teasing. Go outside and look at the land.
5.2 33	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés néskt wəɬə ʔéyc̓qeʔ k̓ʷén̓etm ʔə tmíxʷ ƛ̓uʔ nq̓ʷyénk ƛ̓uʔ téʔe.	We went outside and we looked all around the land. It was sunny, it was hot — a warm day.
5.2 34	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke ƛ̓əp tes ʔúɬxʷkt. ʔé məɬ nés cúntm ɬ yéyeʔ, “yéyeʔ kázeʔtis ʔə smúm̓ɬec.”	We probably went back inside and told our yéyeʔ, Yéyeʔ! The little girl lied to us!
5.2 35	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“tətéʔ xʷúy̓s tékɬs.”	It’s not going to rain!
5.2 36	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke ƛ̓əp ne cúc ɬ yéyeʔ, “ʔéy cúkʷste ʔə smúm̓ɬec.”	Our yéyeʔ probably said, Yes, leave the little girl alone!
5.2 37	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ neʔ nke ƛ̓əp scúntis, “ʔey xʷe w ʔéye kncéme.” ʔé məɬ nés ɬépetəm ʔə smúm̓ɬec. “ooh kénm kénm yéyeʔ.”	She probably said to us, Leave it alone! Come over here and help me! And then we forgot about the little girl. Ooh what is it yéyeʔ, what is it?
5.2 38	Kʷəɬtəzétkʷu Bernice Garcia	transcription	Yeah, she distracted us somehow.	her own English, closing the story
6.1 1	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔéxkt nke teʔ ʕʷóy̓t peɬ nqéck peɬ ncéweʔ.	We were probably sleeping, my qéck and I.
6.1 2	Kʷəɬtəzétkʷu Bernice Garcia	transcription	hén̓ us nke nés nskíxzeʔ ʔéx nke ƛ̓əp teʔ cuwúm wəɬ ʔéyc̓qeʔ.	I assumed my mother was outside, doing whatever mothers do.
6.1 3	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés qiɬkt. qíɬəcms nke ƛ̓əp ɬn qéck.	And then we woke up. My qéck probably woke me up.
6.1 4	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔéx te k̓ʷén̓m teʔ swét téʔe.	We looked around to see who was around.
6.1 5	Kʷəɬtəzétkʷu Bernice Garcia	transcription	cúkʷ ƛ̓uʔ nmímɬ néʔe, nə cítxʷ.	It was just us in the house.
6.1 6	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke ƛ̓əp nés cúc ɬnqéck, “wíkc nke ƛ̓əp téʔe. ʔə típəls skʷúzkt. hécu teʔ məsténtm.”	And then my qéck probably said, I see our aunt’s table. Let’s go try what she does.
6.1 7	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke ƛ̓əp nés cúc, “xʷúy̓ nék̓etm ʔə sk̓ʷƛ̓úskt.”	We probably said, We’re gonna change our faces!
6.1 8	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔeɬ nke ƛ̓əp nés cút, “oh.”	I probably said, Oh.
6.1 9	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nke ƛ̓əp néʔe ʔes ɬk̓íwix néʔe ne típəls wéʔe.	And then we probably climbed up on her table.
6.1 10	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ne... k̓ík̓et ƛ̓uʔ wəɬ ɬe npúytns wéʔe tékm néʔe.	It was near her bed, where she slept.
6.1 11	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé cumíns ʔéx us neʔ páwdame néʔe, neʔ us c̓aqʷcín.	We put powder and lipstick on ourselves.
6.1 12	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés cuʔít “ooo… ooo wíktm e ɬ skwúzkt!” ʔéx us téʔe e sɬúməs tékm e lipstick ʔeɬ ɬe páwdas ʔé məɬ ne c̓i te ƛ̓líxʷeɬ ɬe.	We seen our aunt put her powder on and put her lipstick on. What a difference she looked from no makeup back then to when she was putting on makeup.
6.1 13	Kʷəɬtəzétkʷu Bernice Garcia	transcription	xʷúy̓ ekʷu petn̓tm.	We’re gonna copy her.
6.1 14	Kʷəɬtəzétkʷu Bernice Garcia	transcription	kʷéntm ɬ páwdas ʔé məɬ nés páwdame petn̓tms ɬ skʷúz ʔéx ne nʔéye ne sƛ̓əpqín tu ɬe zépy̓e, tu ɬe chin, tu ɬe our noses.	We took her powder and we copied her, just the way she did it.
6.1 15	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés nke ƛ̓əp ʔéx ne k̓wen̓etwáxwkt, “ohhh xʷúy̓ceʔ us.”	And we probably looked at each other and said, Ohh you need some more there.
6.1 16	Kʷəɬtəzétkʷu Bernice Garcia	transcription	“ne ɬe xʷúy̓ cuxícn nke,” ʔéx nke ƛ̓əp te cút.	And we probably said, Right here too! And we powdered each other.
6.1 17	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés páwdaməsne ɬn qéck ʔeɬ cníɬ e páwdascmes nke ƛ̓əp.	I powdered my qéck and he powdered me up.
6.1 18	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔeɬ kʷéntm ƛ̓əm nke ƛ̓əp ɬ stéʔ xʷúy̓ cúteme ɬ zépy̓ekt ʔé məɬ nés pu ʔéyɬ.	We took the powder rouge and put it on our cheeks, we were bright red.
6.1 19	Kʷəɬtəzétkʷu Bernice Garcia	transcription	tékm txə́n̓ ʔéyɬ ʔeɬ ɬe c̓aqʷcíns.	And her lipstick.
6.1 20	Kʷəɬtəzétkʷu Bernice Garcia	transcription	ʔé məɬ nés ɬúmetm néʔe nə splíwcnkt ƛ̓uʔ tətéʔ ks títəx̣ʷs nukʷ nke ƛ̓əp.	We put it on ourselves and it probably wasn’t even right.
6.1 21	Kʷəɬtəzétkʷu Bernice Garcia	transcription	kʷén ʔeɬ ʔes c̓aqʷcín ʔé məɬ nés x̣iɬt ɬe téʔe ɬn qéck.	I took the lipstick and fixed up my qéck’s lips.
6.1 22	Kʷəɬtəzétkʷu Bernice Garcia	transcription	oohhh ném k ƛ̓ixʷelwíʔx nke ƛ̓əp.	We sure looked different.
