where	who	kind	form	gloss
Table 1	Nuxalk	phonetic	[ʔ]	the phonetic value of /’/
Table 1	Nuxalk	notation	/h/	the laryngal fricative, 0.16 percent
Table 1	Nuxalk	phonetic	[ɦ]	the phonetic value of /h/
Table 1	Nuxalk	notation	/a/	the laryngal vocalic sonorant, 15.84 percent
Figure 1	Nuxalk	cited form	pk’m̩k’mi	'small mosquito', the form the spectrogram shows
Figure 1	Nuxalk	phonetic	[phc’ɪmc’ʔ͡me̝]	the phonetic reading of pk’m̩k’mi
Figure 1	Hank Nater	reference	FirstVoices, Audiotonic	the source of the recording behind Figure 1
fn1	Hank Nater	notation	P	any stop but /c/
fn1	Hank Nater	notation	N	front sonorant
fn1	Hank Nater	notation	S	/c/ or fricative
fn1	Hank Nater	notation	V	vocalic R
fn1	Hank Nater	notation	X	obstruent or word boundary
§1	Nuxalk	damage	<χ́	the head of Boas's <χ́q>, which the extraction splits after the acute because closed_spaces leaves a stress accent alone
Figure 1	Nuxalk	phonetic	ʔ͡m	a segment label under the spectrogram, the glottal release tied to the m
Figure 1	Nuxalk	phonetic	ac’	a segment label under the spectrogram
§2	Hank Nater	notation	____	how the charts mark unpredictable absence
§2	Hank Nater	notation	*	what precedes a cluster found only in words containing vocalic sonorants
Table 2	Hank Nater	heading	Front+front voiceless clusters	the caption of Table 2
Table 2	Nuxalk	notation	–p	a column head of Tables 2 and 3
Table 2	Nuxalk	notation	–p’	a column head of Tables 2 and 3
Table 2	Nuxalk	notation	–t	a column head of Tables 2 and 3
Table 2	Nuxalk	notation	–t’	a column head of Tables 2 and 3
Table 2	Nuxalk	notation	–c	a column head of Tables 2 and 3
Table 2	Nuxalk	notation	–c’	a column head of Tables 2 and 3
Table 2	Nuxalk	notation	–s	a column head of Tables 2 and 3
Table 2	Nuxalk	notation	–ƛ’	a column head of Tables 2 and 3
Table 2	Nuxalk	notation	–ł	a column head of Tables 2 and 3
Table 2	Nuxalk	notation	p–	a row label of Table 2
Table 2	Nuxalk	notation	p’–	a row label of Table 2
Table 2	Nuxalk	notation	t–	a row label of Table 2
Table 2	Nuxalk	notation	t’–	a row label of Table 2
Table 2	Nuxalk	notation	c–	a row label of Table 2
Table 2	Nuxalk	notation	c’–	a row label of Table 2
Table 2	Nuxalk	notation	s–	a row label of Table 2
Table 2	Nuxalk	notation	ƛ’–	a row label of Table 2
Table 2	Nuxalk	notation	ł–	a row label of Table 2
Table 2	Nuxalk	cluster	pt	a front+front voiceless cluster
Table 2	Nuxalk	cluster	*pc	a front+front cluster found only with a vocalic sonorant
Table 2	Nuxalk	cluster	ps	a front+front voiceless cluster
Table 2	Nuxalk	cluster	pł	a front+front voiceless cluster
Table 2	Nuxalk	cluster	*p’t	a front+front cluster found only with a vocalic sonorant
Table 2	Nuxalk	cluster	p’c	a front+front voiceless cluster
Table 2	Nuxalk	cluster	p’s	a front+front voiceless cluster
Table 2	Nuxalk	cluster	p’ł	a front+front voiceless cluster
Table 2	Nuxalk	cluster	tp	a front+front voiceless cluster
Table 2	Nuxalk	cluster	tc	a front+front voiceless cluster
Table 2	Nuxalk	cluster	*ts	a front+front cluster found only with a vocalic sonorant
Table 2	Nuxalk	cluster	tł	a front+front voiceless cluster
Table 2	Nuxalk	cluster	*t’p	a front+front cluster found only with a vocalic sonorant
Table 2	Nuxalk	cluster	t’c	a front+front voiceless cluster
Table 2	Nuxalk	cluster	t’s	a front+front voiceless cluster
Table 2	Nuxalk	cluster	cp	a front+front voiceless cluster
Table 2	Nuxalk	cluster	ct	a front+front voiceless cluster
Table 2	Nuxalk	cluster	cs	a front+front voiceless cluster
Table 2	Nuxalk	cluster	cł	a front+front voiceless cluster
Table 2	Nuxalk	cluster	c’p	a front+front voiceless cluster
Table 2	Nuxalk	cluster	*c’t	a front+front cluster found only with a vocalic sonorant
Table 2	Nuxalk	cluster	c’s	a front+front voiceless cluster
Table 2	Nuxalk	cluster	c’ł	a front+front voiceless cluster
Table 2	Nuxalk	cluster	*sp	a front+front cluster found only with a vocalic sonorant
Table 2	Nuxalk	cluster	sp’	a front+front voiceless cluster
Table 2	Nuxalk	cluster	st	a front+front voiceless cluster
Table 2	Nuxalk	cluster	*st’	a front+front cluster found only with a vocalic sonorant
Table 2	Nuxalk	cluster	sc	a front+front voiceless cluster
Table 2	Nuxalk	cluster	sc’	a front+front voiceless cluster
Table 2	Nuxalk	cluster	*ss	a front+front cluster found only with a vocalic sonorant
Table 2	Nuxalk	cluster	sƛ’	a front+front voiceless cluster
Table 2	Nuxalk	cluster	sł	a front+front voiceless cluster
Table 2	Nuxalk	cluster	ƛ’p	a front+front voiceless cluster
Table 2	Nuxalk	cluster	*ƛ’t	a front+front cluster found only with a vocalic sonorant
Table 2	Nuxalk	cluster	*ƛ’s	a front+front cluster found only with a vocalic sonorant
Table 2	Nuxalk	cluster	ƛ’ł	a front+front voiceless cluster
Table 2	Nuxalk	cluster	łp	a front+front voiceless cluster
Table 2	Nuxalk	cluster	łp’	a front+front voiceless cluster
Table 2	Nuxalk	cluster	łt	a front+front voiceless cluster
Table 2	Nuxalk	cluster	łt’	a front+front voiceless cluster
Table 2	Nuxalk	cluster	*łc	a front+front cluster found only with a vocalic sonorant
Table 2	Nuxalk	cluster	łc’	a front+front voiceless cluster
Table 2	Nuxalk	cluster	łł	a front+front voiceless cluster
Table 3	Hank Nater	heading	Back+front voiceless clusters	the caption of Table 3
Table 3	Nuxalk	notation	k–	a row label of Table 3
Table 3	Nuxalk	notation	k’–	a row label of Table 3
Table 3	Nuxalk	notation	x–	a row label of Table 3
Table 3	Nuxalk	notation	q–	a row label of Table 3
Table 3	Nuxalk	notation	q’–	a row label of Table 3
Table 3	Nuxalk	notation	χ–	a row label of Table 3
Table 3	Nuxalk	notation	kʷ–	a row label of Table 3
Table 3	Nuxalk	notation	kʷ’–	a row label of Table 3
Table 3	Nuxalk	notation	xʷ–	a row label of Table 3
Table 3	Nuxalk	notation	qʷ–	a row label of Table 3
Table 3	Nuxalk	notation	qʷ’–	a row label of Table 3
Table 3	Nuxalk	notation	χʷ–	a row label of Table 3
Table 3	Nuxalk	cluster	kp	a back+front voiceless cluster
Table 3	Nuxalk	cluster	kt	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*kc	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	ks	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*kƛ’	a boxed exceptional cluster, found only with a vocalic sonorant
Table 3	Nuxalk	cluster	kł	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*k’p	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	*k’t	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	k’c	a back+front voiceless cluster
Table 3	Nuxalk	cluster	k’s	a back+front voiceless cluster
Table 3	Nuxalk	cluster	k’ł	a back+front voiceless cluster
Table 3	Nuxalk	cluster	xp	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*xt	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	*xc	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	*xc’	a boxed exceptional cluster, found only with a vocalic sonorant
Table 3	Nuxalk	cluster	xs	a back+front voiceless cluster
Table 3	Nuxalk	cluster	xł	a back+front voiceless cluster
Table 3	Nuxalk	cluster	qp	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*qp’	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	*qt	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	qt’	a back+front voiceless cluster
Table 3	Nuxalk	cluster	qc	a back+front voiceless cluster
Table 3	Nuxalk	cluster	qc’	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*qs	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	qƛ’	a back+front voiceless cluster
Table 3	Nuxalk	cluster	qł	a back+front voiceless cluster
Table 3	Nuxalk	cluster	q’p	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*q’t	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	*q’c	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	q’s	a back+front voiceless cluster
Table 3	Nuxalk	cluster	q’ł	a back+front voiceless cluster
Table 3	Nuxalk	cluster	χp	a back+front voiceless cluster
Table 3	Nuxalk	cluster	χp’	a back+front voiceless cluster
Table 3	Nuxalk	cluster	χt	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*χt’	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	χc	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*χc’	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	χs	a back+front voiceless cluster
Table 3	Nuxalk	cluster	χƛ’	a back+front voiceless cluster
Table 3	Nuxalk	cluster	χł	a back+front voiceless cluster
Table 3	Nuxalk	cluster	kʷp	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*kʷt	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	*kʷc	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	kʷc’	a boxed exceptional cluster
Table 3	Nuxalk	cluster	kʷs	a back+front voiceless cluster
Table 3	Nuxalk	cluster	kʷƛ’	a boxed exceptional cluster
Table 3	Nuxalk	cluster	kʷł	a back+front voiceless cluster
Table 3	Nuxalk	cluster	kʷ’p	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*kʷ’t	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	kʷ’s	a back+front voiceless cluster
Table 3	Nuxalk	cluster	kʷ’ł	a back+front voiceless cluster
Table 3	Nuxalk	cluster	xʷp	a back+front voiceless cluster
Table 3	Nuxalk	cluster	xʷp’	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*xʷt	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	xʷt’	a back+front voiceless cluster
Table 3	Nuxalk	cluster	xʷc	a back+front voiceless cluster
Table 3	Nuxalk	cluster	xʷc’	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*xʷs	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	xʷƛ’	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*xʷł	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	qʷt	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*qʷc	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	qʷs	a back+front voiceless cluster
Table 3	Nuxalk	cluster	qʷł	a back+front voiceless cluster
Table 3	Nuxalk	cluster	qʷ’p	a back+front voiceless cluster
Table 3	Nuxalk	cluster	qʷ’s	a back+front voiceless cluster
Table 3	Nuxalk	cluster	qʷ’ł	a back+front voiceless cluster
Table 3	Nuxalk	cluster	χʷt	a back+front voiceless cluster
Table 3	Nuxalk	cluster	*χʷc	a back+front cluster found only with a vocalic sonorant
Table 3	Nuxalk	cluster	χʷs	a back+front voiceless cluster
Table 3	Nuxalk	cluster	χʷł	a back+front voiceless cluster
fn2	Nuxalk	cited form	kƛ’i	'short', one of the four words the boxed clusters are found in
fn2	Nuxalk	cited form	’Ayxc’mqa	'a woman's name', one of the four words the boxed clusters are found in
fn2	Nuxalk	cited form	skʷc’	'wrinkled', one of the four words the boxed clusters are found in
fn2	Nuxalk	cited form	kʷƛ’	'put in place', transitive, one of the four words the boxed clusters are found in
Table 4	Hank Nater	heading	Front+back voiceless clusters	the caption of Table 4
Table 4	Nuxalk	notation	–k	a column head of Table 4
Table 4	Nuxalk	notation	–k’	a column head of Table 4
Table 4	Nuxalk	notation	–x	a column head of Tables 4 and 5
Table 4	Nuxalk	notation	–q	a column head of Tables 4 and 5
Table 4	Nuxalk	notation	–q’	a column head of Tables 4 and 5
Table 4	Nuxalk	notation	–χ	a column head of Tables 4 and 5
Table 4	Nuxalk	notation	–kʷ	a column head of Tables 4 and 5
Table 4	Nuxalk	notation	–kʷ’	a column head of Tables 4 and 5
Table 4	Nuxalk	notation	–xʷ	a column head of Tables 4 and 5
Table 4	Nuxalk	notation	–qʷ	a column head of Tables 4 and 5
Table 4	Nuxalk	notation	–qʷ’	a column head of Table 4
Table 4	Nuxalk	notation	–χʷ	a column head of Tables 4 and 5
Table 4	Nuxalk	cluster	*pk	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	*pk’	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	px	a front+back voiceless cluster
Table 4	Nuxalk	cluster	*pq	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	*pq’	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	*pχ	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	*pkʷ	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	*pxʷ	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	pqʷ’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	p’x	a boxed exceptional cluster, one of the two /p’/ + back obstruent clusters not avoided
Table 4	Nuxalk	cluster	p’χʷ	a boxed exceptional cluster, one of the two /p’/ + back obstruent clusters not avoided
Table 4	Nuxalk	cluster	*tk	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	tk’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	tx	a front+back voiceless cluster
Table 4	Nuxalk	cluster	*tq	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	tq’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	tχ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	tkʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	tkʷ’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	txʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	tqʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	tqʷ’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	*tχʷ	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	*t’k	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	t’q	a front+back voiceless cluster
Table 4	Nuxalk	cluster	t’χ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	t’kʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	t’xʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	*t’qʷ	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	*t’χʷ	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	*ck	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	ck’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	*cx	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	cq	a front+back voiceless cluster
Table 4	Nuxalk	cluster	cq’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	cχ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	ckʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	*ckʷ’	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	cxʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	cqʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	*cχʷ	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	c’k	a front+back voiceless cluster
Table 4	Nuxalk	cluster	*c’x	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	c’q	a front+back voiceless cluster
Table 4	Nuxalk	cluster	c’χ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	*c’kʷ	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	*c’xʷ	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	*c’qʷ	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	c’χʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	sk	a front+back voiceless cluster
Table 4	Nuxalk	cluster	sk’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	sx	a front+back voiceless cluster
Table 4	Nuxalk	cluster	sq	a front+back voiceless cluster
Table 4	Nuxalk	cluster	sq’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	sχ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	skʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	skʷ’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	sxʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	sqʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	sqʷ’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	*sχʷ	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	*ƛ’k	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	ƛ’q	a front+back voiceless cluster
Table 4	Nuxalk	cluster	ƛ’χ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	ƛ’kʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	ƛ’xʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	*ƛ’χʷ	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	*łk	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	łk’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	łx	a front+back voiceless cluster
Table 4	Nuxalk	cluster	łq	a front+back voiceless cluster
Table 4	Nuxalk	cluster	łq’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	łχ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	łkʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	łkʷ’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	łxʷ	a front+back voiceless cluster
Table 4	Nuxalk	cluster	*łqʷ	a front+back cluster found only with a vocalic sonorant
Table 4	Nuxalk	cluster	łqʷ’	a front+back voiceless cluster
Table 4	Nuxalk	cluster	łχʷ	a front+back voiceless cluster
Table 5	Hank Nater	heading	Back + back voiceless clusters	the caption of Table 5
Table 5	Nuxalk	cluster	kx	a back+back voiceless cluster
Table 5	Nuxalk	cluster	k’x	a back+back voiceless cluster
Table 5	Nuxalk	cluster	*xkʷ’	a boxed unique cluster, found only with a vocalic sonorant
Table 5	Nuxalk	cluster	*qχ	a back+back cluster found only with a vocalic sonorant
Table 5	Nuxalk	cluster	q’χ	a back+back voiceless cluster
Table 5	Nuxalk	cluster	*χq	a back+back cluster found only with a vocalic sonorant
Table 5	Nuxalk	cluster	*χq’	a back+back cluster found only with a vocalic sonorant
Table 5	Nuxalk	cluster	*χχ	a back+back cluster found only with a vocalic sonorant
Table 5	Nuxalk	cluster	*χkʷ	a boxed unique cluster, found only with a vocalic sonorant
Table 5	Nuxalk	cluster	*χqʷ	a back+back cluster found only with a vocalic sonorant
Table 5	Nuxalk	cluster	*χχʷ	a back+back cluster found only with a vocalic sonorant
Table 5	Nuxalk	cluster	kʷxʷ	a back+back voiceless cluster
Table 5	Nuxalk	cluster	kʷ’xʷ	a back+back voiceless cluster
Table 5	Nuxalk	cluster	*kʷ’qʷ	a boxed unique cluster, found only with a vocalic sonorant
Table 5	Nuxalk	cluster	qʷ’χʷ	a back+back voiceless cluster
fn3	Nuxalk	cited form	p’x	'crabapple', one of the two exceptions, with no known etymology
fn3	Nuxalk	cited form	p’χʷłt	'bunchberry', the other exception
fn3	Nuxalk	underlying	*/p’χʷ-łp/	the dissimilated source proposed for p’χʷłt
fn3	PS	cited form	*p’uqʷ(ay)	'a shrub', from Kuipers 2002:81
fn3	Kwak̓wala	cited form	√p̓qʷ	'to be flat on s.th.', North Wakashan, from Lincoln and Rath 1980:69
fn3	Heiltsuk	cited form	√p̓h̓x̌ʷ	'to change colours (in the fall)', North Wakashan, from Lincoln and Rath 1980:70
fn4	Nuxalk	cluster	xkʷ’	one of the three unique back+back clusters
fn4	Nuxalk	cluster	χkʷ	one of the three unique back+back clusters
fn4	Nuxalk	cluster	kʷ’qʷ	one of the three unique back+back clusters
fn4	Nuxalk	cited form	s’ixkʷ’xʷ	'bushtail rat', where xkʷ’ is found
fn4	Nuxalk	cited form	’awanaaχkʷ	'raft', where χkʷ is found
fn4	Nuxalk	cited form	Kʷ’qʷla	'Clayton Falls', where kʷ’qʷ is found
fn4	PS	cited form	*k’ʷaxʷ	'rat, mouse', Proto-Salish, from Kuipers 2002:51
fn4	Haisla	cited form	hawanàqi̓akʷ	'loaded on top (said of the canoes covered with boards)', North Wakashan, from Lincoln and Rath 1986:121
fn4	Heiltsuk	cited form	√k̓ʷh̓qʷ	'?', North Wakashan, from Lincoln and Rath 1980:292
fn4	Heiltsuk	cited form	k̓ʷík̓ʷáqʷx̌ƛawa	'lichen', North Wakashan, where √k̓ʷh̓qʷ is found
fn3	Kwak̓wala	language	Kwak̓wala	the North Wakashan language √p̓qʷ is cited from
§3	Hank Nater	heading	Supporting data	section 3
§3	Nuxalk	notation	ts	the practical orthography of Nater 1990 for /c/
§3	Nuxalk	notation	ts’	the practical orthography of Nater 1990 for /c’/
§3	Nuxalk	notation	lh	the practical orthography of Nater 1990 for /ł/
§3	Nuxalk	notation	tl’	the practical orthography of Nater 1990 for /ƛ’/
§3	Nuxalk	notation	c	the practical orthography of Nater 1990 for /x/
§3	Nuxalk	notation	cw	the practical orthography of Nater 1990 for /xʷ/
§3	Nuxalk	notation	x	the practical orthography of Nater 1990 for /χ/
§3	Nuxalk	notation	xw	the practical orthography of Nater 1990 for /χʷ/
§3	Nuxalk	notation	7	the practical orthography of Nater 1990 for /’/
