where	who	kind	form	gloss
fn1	Julie Wolfe	notation	č	the Americanist symbol the paper writes ʧ with
fn1	Julie Wolfe	notation	ǰ	the Americanist symbol the paper writes ʤ with
fn1	Julie Wolfe	notation	š	the Americanist symbol the paper writes ʃ with
fn1	Julie Wolfe	notation	y	the Americanist symbol the paper writes j with
fn1	Julie Wolfe	notation	x̌	the Americanist symbol the paper writes χ with
fn1	Julie Wolfe	notation	ʦ	the IPA value of Americanist c
fn1	Julie Wolfe	notation	ʧ	the IPA value of Americanist č
fn1	Julie Wolfe	notation	ʤ	the IPA value of Americanist ǰ
fn1	Julie Wolfe	notation	ʃ	the IPA value of Americanist š
fn1	Julie Wolfe	notation	j	the IPA value of Americanist y
fn1	Julie Wolfe	notation	χ	the IPA value of Americanist x̌
fn2	Julie Wolfe	language	Upper Chehalis	what Ch abbreviates
fn2	Julie Wolfe	language	Chilliwack	what Ck abbreviates, Upriver Halkomelem
fn2	Julie Wolfe	language	Cowichan	what Cw abbreviates, Island Halkomelem
fn2	Julie Wolfe	language	Cowlitz	what Cz abbreviates
fn2	Julie Wolfe	language	Klallam	what Kl abbreviates
fn2	Julie Wolfe	language	Lushootseed	what Ld abbreviates
fn2	Julie Wolfe	language	Musqueam	what Ms abbreviates, Downriver Halkomelem
fn2	Julie Wolfe	language	Quinault	what Qu abbreviates
fn2	Julie Wolfe	language	Sechelt	what Se abbreviates
fn2	Julie Wolfe	language	Songish	what Sg abbreviates
fn2	Julie Wolfe	language	Sliammon	what Sl abbreviates
fn2	Julie Wolfe	language	Samish	what Sm abbreviates
fn2	Julie Wolfe	language	Saanich	what Sn abbreviates
fn2	Julie Wolfe	language	Squamish	what Sq abbreviates
fn2	Julie Wolfe	language	Tillamook	what Ti abbreviates, the language and not the branch
fn2	Julie Wolfe	language	Twana	what Tw abbreviates
fn2	Julie Wolfe	notation	=	the double hyphen lexical suffixes are marked with
fn2	Julie Wolfe	notation	-	the single hyphen other grammatical affixes are marked with
Table 1	Julie Wolfe	heading	Lexical suffix reconstructions for PCS	the caption of Table 1
Table 1	PCS	cited affix	*=ús	'face'
Table 1	PCS	cited affix	*-ál̓ʸ=us	'eye', derived as 'on the face'
Table 1	PCS	cited affix	*-áy̓=us	'cheek', in Sl and Se only, derived as 'side of the face'
Table 1	PCS	cited affix	*=an̓áʔ	'ear, side of the head'
Table 1	PCS	cited affix	*-ál̓ʸ=an̓aʔ	'ear', derived as 'on the side of the head'
Table 1	PCS	cited affix	*=áx̌an	'arm, side'
Table 1	PCS	cited affix	*-alʸ=áx̌an	'arm', derived as 'on the side'
Table 1	PCS	cited affix	*=áp	'bottom, base'
Table 1	PCS	cited affix	*-ál=ap	'thigh, hip', derived as 'at the base'
Table 1	PCS	cited affix	*=qin	'head, voice, language'
Table 1	PCS	cited affix	*-ál(ʸ)=qin	'hair, fur, feather', derived as 'on the head'
Table 1	PCS	cited affix	*=álʸa=qin	'inside of head or throat', derived as 'inside the head'
Table 1	PCS	cited affix	*=áĺʸa	'place for, container'
Table 1	PCS	cited affix	*=án̓axʷ	'salmon, fish run'
Table 1	PCS	cited affix	*-al(ʸ)=ánaxʷ	'season, weather', derived as 'reason for fish runs'
Table 1	PCS	cited affix	*-áw̓=anaxʷ	'year'
Table 1	PCS	cited affix	*=ánum	'year, time'
Table 1	PCS	cited affix	*=áĺaq	'wave'
Table 1	PCS	cited affix	*=čup	'fire, firewood'
Table 1	PCS	cited affix	*-alʸ=čup	'fire, firewood'
Table 1	PCS	cited affix	*=íc̓aʔ	'clothes, blanket'
Table 1	PCS	cited affix	*-ál̓ʸ=ic̓aʔ	'clothes, blanket'
Table 1	PCS	cited affix	*=aqap	'smell, taste'
Table 1	PCS	cited affix	*-ál̓ʸ=aqap	'smell, taste'
Table 1	PCS	cited affix	*=áčən	'testicle(s)'
Table 1	PCS	cited affix	*-ál(ʸ)=ačən	'testicle(s)'
Table 1	PCS	cited affix	*=txʷ	'house, building'
Table 1	PCS	cited affix	*-áw̓=txʷ	'house, building'
Table 1	PCS	cited affix	*=úcin	'mouth'
Table 1	PCS	cited affix	*-áý=ucin	'lips, jaw, chin, edge', derived as 'edge of the mouth'
Table 1	PCS	cited affix	*=mixʷ	'people, living being, life force'
Table 1	PCS	cited affix	*-álʸ=mixʷ	'breast, milk', derived as 'source of life'
fn3	Julie Wolfe	reference	Watanabe (2003)	the source of the Sl data
fn3	Julie Wolfe	reference	Beaumont (2011)	the source of the Se data
fn3	Julie Wolfe	reference	Pincott (2021)	the source of the Sq and Sg data
fn3	Julie Wolfe	reference	Kuipers (2002)	the source of the Cw, Sm, Tw and Ti data
fn3	Julie Wolfe	reference	Suttles (2004)	the source of the Ms data
fn3	Julie Wolfe	reference	Galloway (2009)	the source of the Ck data
fn3	Julie Wolfe	reference	Montler (2018)	the source of the Sn data
fn3	Julie Wolfe	reference	Montler (2012)	the source of the Kl data
fn3	Julie Wolfe	reference	Bates et. al. (1994)	the source of the Ld data
fn3	Julie Wolfe	reference	Modrow (1971)	the source of the Qu data
fn3	Julie Wolfe	reference	Kinkade (1991)	the source of the Ch data
fn3	Julie Wolfe	reference	Kinkade (2004)	the source of the Cz data
fn4	PCS	notation	l(ʸ)	the notation for insufficient data to differentiate *l and *lʸ
fn4	PCS	cited affix	*l	one of the two resonants the notation stands between
fn4	PCS	cited affix	*lʸ	the other of the two resonants the notation stands between
§2	Julie Wolfe	heading	Suffixes for 'face' and 'eye'	section 2
(1)	PS	cited affix	*=us	'face', from Kuipers
(1)	PS	cited affix	ʔm*=us	'face, eye', from Kinkade
(1)	PS	cited affix	*=alus	'colour', from Kinkade
(1)	PCS	cited affix	*=us	'face', from Pincott
(1)	PCS	cited affix	*-al=us	'eye', from Pincott
(1)	PCS	cited affix	*=ús	'face', the author's reconstruction
(1)	PCS	cited affix	*-ál̓ʸ=us	'eye', the author's reconstruction
(1)	Sliammon	cited affix	=us	'head, face'
(1)	Sliammon	cited affix	=awus	'eye'
(1)	Sechelt	cited affix	=us	'face, eye, dollar'
(1)	Sechelt	cited affix	=álus	'eye'
(1)	Squamish	cited affix	=us	'face'
(1)	Squamish	cited affix	-ay̓=us	'eye'
(1)	Squamish	cited affix	-ay=us	'eye'
(1)	Cowichan	cited affix	=as	'face'
(1)	Cowichan	cited affix	-al=əs	'eye'
(1)	Musqueam	cited affix	=ás	'face, round object'
(1)	Musqueam	cited affix	=əs	'face, round object'
(1)	Musqueam	cited affix	=ál̓əs	'eye, appearance'
(1)	Musqueam	cited affix	=ələs	'eye, appearance'
(1)	Chilliwack	cited affix	=áːs	'on the face'
(1)	Chilliwack	cited affix	=ás	'on the face'
(1)	Chilliwack	cited affix	=əs	'on the face'
(1)	Chilliwack	cited affix	=áːləs	'on the eye(s)'
(1)	Saanich	cited affix	=as	'face'
(1)	Saanich	cited affix	=əs	'face'
(1)	Saanich	cited affix	=aləs	'eye, colour, stone'
(1)	Saanich	cited affix	=al̓əs	'eye, colour, stone'
(1)	Samish	cited affix	=as	'face'
(1)	Samish	cited affix	=aːs	'face'
(1)	Songish	cited affix	=áləs	'eye'
(1)	Klallam	cited affix	=us	'face'
(1)	Klallam	cited affix	=ayus	'eye'
(1)	Klallam	cited affix	=ay̓əs	'eye'
(1)	Lushootseed	cited affix	=us	'face, head, upper part'
(1)	Lushootseed	cited affix	=alus	'eye, colour'
(1)	Lushootseed	cited affix	=əlus	'eye, colour'
(1)	Twana	cited affix	=us	'face'
(1)	Twana	cited affix	=ay̓as	'eye', from N. Thompson 1979:168
(1)	Twana	cited affix	=ayas	'eye', from N. Thompson 1979:168
fn5	Julie Wolfe	notation	(Ku)	how Kuipers 2002 is indicated when cited in examples
fn5	Julie Wolfe	notation	(Ki)	how Kinkade 1998 is indicated when cited in examples
fn5	Julie Wolfe	notation	(P)	how Pincott 2021 is indicated when cited in examples
fn6	PS	cited form	*ʔmus	the noun Kinkade's ʔm*=us notation reconstructs alongside the suffix
fn6	PS	cited affix	*=us	the lexical suffix Kinkade's ʔm*=us notation reconstructs alongside the noun
fn6	PS	notation	ʔm*=us	Kinkade's notation for a reconstructed noun and lexical suffix together
§1	PCS	cited affix	*l̓ʸ	the glottalized resonant section 2 focuses on
(2)	Tillamook	cited affix	=us	'face'
(2)	Tillamook	cited affix	=ayis	'eye'
(2)	Tillamook	cited affix	=ays	'eye'
(2)	Quinault	cited affix	=uːs	'face'
(2)	Quinault	cited affix	=os	'face'
(2)	Quinault	cited affix	=áːləs	'eye'
(2)	Upper Chehalis	cited affix	=usi-	'face, eye, round object'
(2)	Upper Chehalis	cited affix	-ál=us	'eye'
(2)	Cowlitz	cited affix	=úsi-	'face'
(2)	Cowlitz	cited affix	=ál̓as	'eyes'
§2.1	Julie Wolfe	heading	The resonant *lʸ	section 2.1
§2.1	PCS	cited affix	*lʸ	the phoneme Galloway 1988 reconstructs, a palatalized lateral
§2.1	PCS	cited affix	*xʸ	the other reconstructed phoneme Galloway parallels it with
§2.1	PCS	cited affix	*l	one half of the *l ~ *y alternation Galloway allows may replace it
§2.1	PCS	cited affix	*y	the other half of the *l ~ *y alternation
Table 2	Julie Wolfe	heading	PCS *l and *lʸ	the caption of Table 2, reproduced from Galloway 1988:299
Table 2	PCS	notation	*l	reflexes L l l l l l l l l y l l in Sl Se Sq Cw Ms Ck Sn Sm Sg Kl Ld Tw
Table 2	PCS	notation	*lʸ	reflexes L l y l l l l l l y l l in Sl Se Sq Cw Ms Ck Sn Sm Sg Kl Ld Tw
§2.1	Sliammon	cited form	/L/	the Sl phoneme Blake 2000 describes
§2.1	Sliammon	cited form	/L’/	the glottalized Sl phoneme Blake 2000 describes
(3a)	Sliammon	cited form	[ɬ]	what /L/ becomes word-finally
(3a)	Sliammon	cited form	[w]	what /L/ becomes next to u
(3a)	Sliammon	cited form	[y]	what /L/ becomes elsewhere
(3b)	Sliammon	cited form	[ɬ]	what /L’/ becomes word-finally
(3b)	Sliammon	cited form	[w̓]	what /L’/ becomes next to u
(3b)	Sliammon	cited form	[ʔ]	what /L’/ becomes between a and a
(3b)	Sliammon	cited form	[y̓]	what /L’/ becomes elsewhere, from Blake 2000:49-50
fn7	Julie Wolfe	language	Pentlatch	a language Galloway includes and this paper omits
fn7	Julie Wolfe	language	Nooksack	a language Galloway includes and this paper omits
fn7	Julie Wolfe	language	Lummi	a language Galloway includes and this paper omits
fn7	Julie Wolfe	language	Sooke	a language Galloway includes and this paper omits
§2.1	Squamish	cited affix	-al-	the connective Sq largely lacks in CN + LS forms
§2.1	Squamish	cited affix	-ay-	the connective PCS *-alʸ- would have split into alongside -al-
§2.1	Julie Wolfe	language	Twana	the one Central Salish language whose 'eye' resonant does not align with *lʸ
§2.1	Julie Wolfe	place	Oregon Coast	where the ancestors of the Tillamook migrated to, per L. Thompson 1979:695
(4)	PCS	cited form	*lʸə́č̓	'full', from Galloway 1988:305
(4)	Upper Chehalis	cited form	lə́č̓	'full'
(4)	Cowlitz	cited form	lə́k̓	'full'
(5)	PCS	cited form	*qʷálʸʔ	'to speak, talk', from Galloway 1988:315
(5)	Tillamook	cited form	qʷay-	'lie, prevaricate'
(5)	Upper Chehalis	cited form	qʷə́lam-	'think'
(5)	Upper Chehalis	cited form	sqʷə́lm	'heart, thought, constitution, mind'
(5)	Cowlitz	cited form	qʷələ́m-	'heart'
fn8	Julie Wolfe	cited affix	-aɬ-	the linking morpheme used for compounding, from Kinkade 1998:284
fn8	PCS	cited affix	*-aɬ=kʷu	'water', a fossilized example, from Pincott 2021:65
fn9	PS	cited form	*qʷal	'to speak, think', from Kuipers 2002:91-2
fn9	PS	cited form	*qʷil	'to cheat', from Kuipers 2002:91-2
§2.1	PS	cited affix	*l	the resonant whose shift to y is attested for Thompson, from Galloway 1988:326
§2.1	Julie Wolfe	language	Thompson	the Interior language PS *l > y is attested for
Table 3	Julie Wolfe	heading	Sound correspondences for *lʸ in PCS, Tillamook, and Tsamosan	the caption of Table 3
Table 3	PCS	notation	*lʸ	reflexes l ~ y in Ti and l in Qu, Ch and Cz
§2.2	Julie Wolfe	heading	Glottalization	section 2.2
§2.2	Julie Wolfe	language	Moses-Columbian	the language Czaykowska-Higgins 2004 shows phonological reduction in
Table 4	Julie Wolfe	heading	PCS glottalized resonants	the caption of Table 4, reproduced from Galloway 1988:301
Table 4	PCS	notation	*ʔR	a PCS glottalized resonant in the environment / V́_V
Table 4	PCS	notation	*Rʔ	a PCS glottalized resonant in the environments / V́_C, # and / V_#, _V́
Table 4	PCS	notation	R	the plain resonant reflex, in Sl and in Tw before a stressed vowel
Table 4	PCS	notation	Rʔ	the reflex writing the glottal stop after the resonant
Table 4	PCS	notation	ʔR	the reflex writing the glottal stop before the resonant
Table 4	PCS	notation	ːR	the Ck reflex, a lengthened vowel before a plain resonant
Table 4	PCS	notation	(ː)Rʔ	the Cw and Ms reflex, optional length before a glottalized resonant
Table 4	PCS	notation	R(ʔ)	the Ld reflex, a resonant with optional glottalization
Table 4	PCS	notation	/ V́_V	the environment of the first row of Table 4
Table 4	PCS	notation	/ V́_C, #	the environment of the second row of Table 4
Table 4	PCS	notation	/ V_#, _V́	the environment of the third row of Table 4
Table 4	Julie Wolfe	notation	R	what stands for resonant in Table 4
§2.3	Julie Wolfe	heading	Stress and vowel quality	section 2.3
§2.3	Julie Wolfe	language	Halkomelem	the group whose vowel quality the stress inference rests on
§2.3	Julie Wolfe	language	Northern Straits	the other group whose vowel quality the stress inference rests on
Table 5	Julie Wolfe	heading	PCS *ú and *u	the caption of Table 5, reproduced from Galloway 1988:301
Table 5	PCS	notation	*ú	reflexes ú ú ú á á á á á á ú ú ú in Sl Se Sq Cw Ms Ck Sn Sm Sg Kl Ld Tw
Table 5	PCS	notation	*u	reflexes u u u,ə ə ə ə ə ə ə ə u u in Sl Se Sq Cw Ms Ck Sn Sm Sg Kl Ld Tw
Table 5	Julie Wolfe	notation	ú	a reflex cell of Table 5, the stressed high back vowel
Table 5	Julie Wolfe	notation	u	a reflex cell of Table 5, the plain high back vowel
Table 5	Julie Wolfe	notation	á	a reflex cell of Table 5, the stressed low vowel
Table 5	Julie Wolfe	notation	ə	a reflex cell of Table 5, schwa
Table 6	Julie Wolfe	heading	Predicted and actual reflexes of 'face'	the caption of Table 6
Table 6	Julie Wolfe	predicted	=ús	expected in Sl, Se, Sq, Kl, Ld and Tw if PCS *=ús
Table 6	Julie Wolfe	predicted	=ás	expected in Cw, Ms, Ck, Sn and Sm if PCS *=ús
Table 6	Julie Wolfe	predicted	=us	expected in Sl, Se, Sq, Kl, Ld and Tw if PCS *=us
Table 6	Julie Wolfe	predicted	=əs	expected in Cw, Ms, Ck, Sn and Sm if PCS *=us
§2.3	Musqueam	predicted	=ə́s	the variant Ms would have if it had inherited an unstressed form of the suffix
Table 7	Julie Wolfe	heading	PCS *á and *a	the caption of Table 7, reproduced from Galloway 1988:301
Table 7	PCS	notation	*á	reflexes á á á έ έ έ é é é á á á in Sl Se Sq Cw Ms Ck Sn Sm Sg Kl Ld Tw
Table 7	Julie Wolfe	notation	έ	a reflex cell of Table 7, the Cw, Ms and Ck reflex of PCS *á
Table 7	Julie Wolfe	notation	é	a reflex cell of Table 7, the Sn, Sm and Sg reflex of PCS *á
Table 7	PCS	notation	*a	reflexes a a a ə ə ə ə ə ə ə a a in Sl Se Sq Cw Ms Ck Sn Sm Sg Kl Ld Tw
Table 8	Julie Wolfe	heading	Predicted and actual reflexes of ‘ear, side’	the caption of Table 8
Table 8	PCS	cited affix	*=án̓aʔ	the initially stressed reconstruction whose predicted reflexes the table lists
Table 8	PCS	cited affix	*=an̓áʔ	the finally stressed reconstruction whose predicted reflexes the table lists
Table 8	Sliammon	predicted	=ánaʔ	expected in Sl if PCS *=án̓aʔ
Table 8	Sliammon	predicted	=an̓áʔ	expected in Sl if PCS *=an̓áʔ
Table 8	Sliammon	cited affix	=an̓a	the actual Sl reflex
Table 8	Sechelt	predicted	=án̓a	expected in Se if PCS *=án̓aʔ
Table 8	Sechelt	predicted	=aná	expected in Se if PCS *=an̓áʔ
Table 8	Sechelt	cited affix	=ana	the actual Se reflex
Table 8	Squamish	predicted	=án̓aʔ	expected in Sq if PCS *=án̓aʔ
Table 8	Squamish	predicted	=an̓aʔ	expected in Sq if PCS *=an̓áʔ
Table 8	Squamish	cited affix	=aʔan	the actual Sq reflex
Table 8	Squamish	cited affix	=aʔn	the actual Sq reflex
Table 8	Cowichan	predicted	=ɛ́n̓əʔ	expected in Cw if PCS *=án̓aʔ
Table 8	Cowichan	predicted	=ən̓έʔ	expected in Cw if PCS *=an̓áʔ
Table 8	Cowichan	cited affix	=ən̓ə	the actual Cw reflex
Table 8	Musqueam	predicted	=ɛ́n̓əʔ	expected in Ms if PCS *=án̓aʔ
Table 8	Musqueam	predicted	=ən̓έʔ	expected in Ms if PCS *=an̓áʔ
Table 8	Musqueam	cited affix	=ə́nə	the actual Ms reflex, from synchronic stress
Table 8	Musqueam	cited affix	=əneʔ	the actual Ms reflex, from synchronic stress
Table 8	Chilliwack	predicted	=ɛ́ːlə	expected in Ck if PCS *=án̓aʔ
Table 8	Chilliwack	predicted	=əlέ	expected in Ck if PCS *=an̓áʔ
Table 8	Chilliwack	cited affix	=ə́lɛ	the actual Ck reflex
Table 8	Saanich	predicted	=én̓əʔ	expected in Sn if PCS *=án̓aʔ
Table 8	Saanich	predicted	=ən̓éʔ	expected in Sn if PCS *=an̓áʔ
Table 8	Saanich	cited affix	=eːn	the actual Sn reflex
Table 8	Saanich	cited affix	=en̓	the actual Sn reflex
Table 8	Saanich	cited affix	=enə	the actual Sn reflex
Table 8	Saanich	cited affix	=əneʔ	the actual Sn reflex
Table 8	Samish	predicted	=én̓əʔ	expected in Sm if PCS *=án̓aʔ
Table 8	Samish	predicted	=ən̓éʔ	expected in Sm if PCS *=an̓áʔ
Table 8	Samish	cited affix	=ənéʔ	the actual Sm reflex
Table 8	Samish	cited affix	=ən̓	the actual Sm reflex
Table 8	Klallam	predicted	=án̓əʔ	expected in Kl if PCS *=án̓aʔ
Table 8	Klallam	predicted	=ən̓áʔ	expected in Kl if PCS *=an̓áʔ
Table 8	Klallam	cited affix	=an̓	the actual Kl reflex
Table 8	Lushootseed	predicted	=ádaʔ	expected in Ld if PCS *=án̓aʔ
Table 8	Lushootseed	predicted	=adáʔ	expected in Ld if PCS *=an̓áʔ
Table 8	Lushootseed	cited affix	=adiʔ	the actual Ld reflex
Table 8	Twana	predicted	=áda	expected in Tw if PCS *=án̓aʔ
Table 8	Twana	predicted	=adá	expected in Tw if PCS *=an̓áʔ
Table 8	Twana	cited affix	=adi	the actual Tw reflex
§2.3	Julie Wolfe	reference	Montler 2018:1091	where additional Sn variants are listed
§2.3	PCS	cited affix	*-alʸ=čup	'fire, firewood', whose Ck reflex shows no initial stress
§2.3	Chilliwack	cited affix	-ə́lcəp	'fire, firewood', the Ck reflex of PCS *-alʸ=čup
§2.3	PCS	cited affix	*-ál̓ʸ=aqap	'smell, taste', whose Ck reflex shows initial stress
§2.3	Chilliwack	cited affix	=ɛ́ːləqəp	the Ck reflex of PCS *-ál̓ʸ=aqap
§2.3	Julie Wolfe	notation	ɛ́	the vowel Ck shifted to under initial stress
Table 9	Julie Wolfe	heading	PCS *á in rounded environments	the caption of Table 9, reproduced from Galloway 1988:301
Table 9	PCS	notation	*á	reflexes (á) á á έ έ έ á á á ú á á in Sl Se Sq Cw Ms Ck Sn Sm Sg Kl Ld Tw
Table 9	Julie Wolfe	notation	(á)	the parenthesized Sl cell of Table 9
Table 9	Julie Wolfe	notation	/ Clab, w_; _Cu, Qlab, w	the environment of Table 9
Table 9	Julie Wolfe	notation	Q	what stands for post-velar consonant in Table 9
§2.3	Julie Wolfe	notation	ə́	the stressed schwa Cw, Ms, Ck and Sm have as an initial vowel
§2.3	Julie Wolfe	notation	_w	the environment of the one cognate set showing PCS *á > Ms, Sg, Kl á
§2.3	Julie Wolfe	notation	_Cu	the environment no cognate set includes
Table 10	Julie Wolfe	heading	PCS *á / _Cu	the caption of Table 10
Table 10	PCS	notation	*á	reflexes (á) á á á á á á á á á á á in Sl Se Sq Cw Ms Ck Sn Sm Sg Kl Ld Tw
Table 10	Julie Wolfe	notation	/ _Cu	the environment of Table 10
§2.3	PCS	cited affix	*-ál̓ʸ=us	'eye', whose reduction would have preceded the vowel shift
§2.3	Julie Wolfe	predicted	ˣ-ál̓ʸ=əs	the reduced form that did not occur before the vowel shift
§2.4	Julie Wolfe	heading	Summary	section 2.4
§3	Julie Wolfe	heading	Additional reconstructions	section 3
§3.1	Julie Wolfe	heading	Somatic CN + LS forms with semantic shifts	section 3.1
fn11	Julie Wolfe	reference	Galloway (1988)	the cognate sets #8, #17, #20, #22, #24, #28, #32, #34 and #45 referred to
(6)	PS	cited affix	*=áni/aʔ	'ear (side)', from Kuipers
(6)	PS	cited affix	t̓*=ani/aʔ	'ear, side of head', from Kinkade
(6)	PCS	cited affix	*=anaʔ	'ear, side', from Pincott
(6)	PCS	cited affix	*-al=anaʔ	'side of the head, ear', from Pincott
(6)	PCS	cited affix	*=an̓áʔ	'ear, side of the head', the author's reconstruction
(6)	PCS	cited affix	*-ál̓ʸ=an̓aʔ	'ear', the author's reconstruction
(6)	Sliammon	cited affix	=an̓a	'neck'
(6)	Sliammon	cited affix	=aʔana	'ear'
(6)	Sechelt	cited affix	=ana	'ear'
(6)	Sechelt	cited affix	-ál=ana	'ear'
(6)	Squamish	cited affix	=aʔan	'cheek, side'
(6)	Squamish	cited affix	=aʔn	'cheek, side'
(6)	Squamish	cited affix	=ayan	'ear'
(6)	Squamish	cited affix	=ay̓aʔn	'ear'
(6)	Cowichan	cited affix	=ən̓ə	'ear (side)'
(6)	Musqueam	cited affix	=ə́nə	'ear, side'
(6)	Musqueam	cited affix	=əneʔ	'ear, side'
(6)	Chilliwack	cited affix	=ə́lɛ	'on the side of the head'
(6)	Chilliwack	cited affix	=έːlíːyε	'on/in the ear'
(6)	Saanich	cited affix	=eːn	'ear, angle, corner, side of the face'
(6)	Saanich	cited affix	=en̓	'ear, angle, corner, side of the face'
(6)	Saanich	cited affix	=enə	'ear, angle, corner, side of the face'
(6)	Saanich	cited affix	=əneʔ	'ear, angle, corner, side of the face'
(6)	Samish	cited affix	=ənéʔ	'ear (side)'
(6)	Samish	cited affix	=ən̓	'ear (side)'
(6)	Klallam	cited affix	=an̓	'ear, corner, angle'
(6)	Klallam	cited affix	-ay=n	'ear (side)', from Kuipers
(6)	Lushootseed	cited affix	=adiʔ	'ear, side, sound'
(6)	Lushootseed	cited affix	=ə́ldiʔ	'ear, side of the head'
(6)	Twana	cited affix	=adi	'(exterior) ear, side of head', from N. Thompson 1979:1
§3.1	Julie Wolfe	notation	a_a	the environment /L’/ surfaces as ʔ in
(7)	PS	cited affix	*=áx̌an	'arm (side)', from Kuipers
(7)	PS	cited affix	*=ax̌an	'upper arm, shoulder', from Kinkade
(7)	PCS	cited affix	*-al=ax̌an	'arm', from Pincott
(7)	PCS	cited affix	*=áx̌an	'arm, side', the author's reconstruction
(7)	PCS	cited affix	*-alʸ=áx̌an	'arm', the author's reconstruction
(7)	Sliammon	cited affix	=ax̌an	'corner'
(7)	Sliammon	cited affix	=ay̓ax̌an	'upper arm, elbow'
(7)	Sechelt	cited affix	=ax̌an	'end? side?'
(7)	Sechelt	cited affix	=láx̌an	'arm, front leg of animal, sleeve, upper arm'
(7)	Sechelt	cited affix	=láx̌a	'arm, front leg of animal, sleeve, upper arm'
(7)	Squamish	cited affix	=ax̌an	'side'
(7)	Squamish	cited affix	-ay=áx̌aʔn	'arm'
fn12	Julie Wolfe	notation	/	the forward slash Kuipers 2002:12 uses for alternative forms
(7)	Squamish	cited affix	-iy̓=áx̌aʔn	'arm'
(7)	Squamish	cited affix	-iy̓=ax̌an	'arm'
(7)	Cowichan	cited affix	=əx̌n	'side'
(7)	Cowichan	cited affix	=ex̌n	'side'
(7)	Cowichan	cited affix	-əl=ex̌n	'side'
(7)	Musqueam	cited affix	=éx̌ən	'arm, side, branch perimeter'
(7)	Musqueam	cited affix	=əx̌ən	'arm, side, branch perimeter'
(7)	Musqueam	cited affix	=əléx̌ən	'arm'
(7)	Chilliwack	cited affix	=έx̌əl	'side; end or side of a house; angular or perpendicular extension'
(7)	Chilliwack	cited affix	=əx̌əl	'side; end or side of a house; angular or perpendicular extension'
(7)	Chilliwack	cited affix	=əlέx̌əl	'on/in the arm/wing'
(7)	Saanich	cited affix	=ex̌ən	'arm, periphery, border'
(7)	Saanich	cited affix	=eləx̌ən	'hip'
(7)	Samish	cited affix	=ex̌n	'arm (side)'
(7)	Klallam	cited affix	=ax̌an	'arm'
(7)	Klallam	cited affix	-iʔ=ax̌n	'arm (side)', from Kuipers
(7)	Lushootseed	cited affix	=ax̌ad	'at the side, edge, side appendage'
(7)	Lushootseed	cited affix	-əl=ax̌ad	'arm, wing'
(7)	Lushootseed	cited affix	-l=ax̌ad	'arm, wing'
(7)	Twana	cited affix	=ax̌ad	'arm (side)'
§3.1	Sliammon	cited form	y̓	the glottalized resonant the Sl variant contains
§3.1	Saanich	cited affix	=eləx̌ən	'hip', the outlier Sn suffix, formally and semantically
(8)	PS	cited affix	*=ap	'bottom, base, rear', from Kuipers
(8)	PS	cited affix	*=ap	'bottom, rear, base', from Kinkade
(8)	PCS	cited affix	*=ap	'base', from Pincott
(8)	PCS	cited affix	*-al=ap	'side of leg?, thigh?', from Pincott
(8)	PCS	cited affix	*-ay=ap	'side of leg?, thigh?', from Pincott
(8)	PCS	cited affix	*=áp	'bottom, base, rear, back', the author's reconstruction
(8)	PCS	cited affix	*-ál=ap	'thigh, hip', the author's reconstruction
(8)	Sliammon	cited affix	=ap	'heel'
